f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
5790952.700218837,(696.1189566720798+347.9572136796771j),(956.1001012731799+466.3850594444836j),(1263.6307827669712+596.6191973352203j),(1623.1473749942274+734.1821956006522j),(2040.065354917157+872.5754700403756j),(2520.6018644967867+1002.6917851588647j),(3071.288846188496+1111.85325922409j),(3697.9879179672703+1182.7249139672224j),(4404.121367503286+1192.2069050391824j),(5187.790008463269+1110.6943951961873j),(6037.5538651928355+902.4854222368157j),(6927.126100117119+528.6039743315301j),(7810.335854153099-46.439322045756036j)
5835136.873914819,(698.0433511887727+348.365514316748j),(958.8185995441361+466.840786931878j),(1267.3504156748759+597.0341472490544j),(1628.1210870537611+734.396316712623j),(2046.595887007446+872.3211035534464j),(2529.035836736154+1001.5448515588846j),(3081.99077472213+1109.1674317343648j),(3711.2778100314013+1177.5502524625035j),(4420.151957650294+1183.20386416791j),(5206.33501867758+1096.0746409367002j),(6057.687881050653+880.0456270260604j),(6946.820679932316+495.96135656606566j),(7826.098558970709-91.28436088775481j)
5879658.166787257,(699.9732567954222+348.7718103843807j),(961.5456718774449+467.2923626436061j),(1271.0830064960721+597.4410076952558j),(1633.1137916175394+734.5954268721524j),(2053.1532267927887+872.0399763153291j),(2537.5057766839736+1000.3518468298904j),(3092.7374803517782+1106.4048374368278j),(3724.6167959621553+1172.2518947194321j),(4436.2230929650905+1174.0089351386196j),(5224.8844383165015+1081.1708595381328j),(6077.740343158593+857.2107563877603j),(6966.271094868777+462.8151092074883j),(7841.358398626386-136.69245383422233j)
5924519.151009166,(701.9086932422715+349.17607150410515j),(964.2813552021087+467.7397244438005j),(1274.8286177636662+597.839656880177j),(1638.1255828904614+734.7792963742693j),(2059.7374939168294+871.7316706331097j),(2546.0117888058508+999.112039545055j),(3103.528933302803+1103.5642493663486j),(3738.004436211216+1166.8278906294424j),(4452.333374022828+1164.6192420330553j),(5243.434952981681+1065.9792737277824j),(6097.704637403751+833.9768014722886j),(6985.46597230419+429.1629318088957j),(7856.098814088167-182.66049925478256j)
5969722.418378884,(703.8496803317372+349.578266970119j),(967.0256865742726+468.18280944018903j),(1278.5873121780323+598.2299713894856j),(1643.1565550468104+734.947692246776j),(2066.3488070078533+871.395762603819j),(2554.5539734656904+997.8246872775198j),(3114.365091969131+1100.6444226092083j),(3751.440262296339+1161.2762644798784j),(4468.481339157057+1155.0318810034819j),(5261.983130483036+1050.496097178639j),(6117.573959753536+810.3398145555362j),(7004.393700111702+395.0027462384113j),(7870.303075535787-229.18491199554904j)
6015270.5804698095,(705.7962379176731+349.97836574584153j),(969.7787031747191+468.621553975259j),(1282.3591525996048+598.6118261666751j),(1648.2068022059498+735.1003782051818j),(2072.9872835865062+871.0318220490622j),(2563.132426761701+996.489036434469j),(3125.245902467907+1097.64409412525j),(3764.92377582624+1155.5950149190044j),(4484.665462629923+1145.2439208864726j),(5280.525418125064+1034.7175368314606j),(6137.341313605282+786.2959154294176j),(7023.042428151323+360.3327077965847j),(7883.954295102447-276.26160857356433j)
6061166.268781296,(707.7483859052622+350.3763364600206j),(972.5404423070471+469.055893616808j),(1286.1442020454854+598.985094487929j),(1653.276418408803+735.2371146054314j),(2079.6530400280953+870.6394123934765j),(2571.747240344621+995.1043221027819j),(3136.171298205706+1094.5619825422996j),(3778.4544475502257+1149.7821148660878j),(4500.884152854207+1135.252403719841j),(5299.058140058058+1018.6397951588586j),(6156.999507475533+761.841297202762j),(7041.400070113457+325.15121721352307j),(7897.035440494836-323.88599254737665j)
6107412.134890675,(709.7061442509508+350.77214740266265j),(975.3109413964186+469.48576314778023j),(1289.9425236778202+599.3496479431653j),(1658.3654975975885+735.3576583924898j),(2086.3461914594545+870.2180906036441j),(2580.398501206093+993.6697679203725j),(3147.1411993830916+1091.3967880146342j),(3792.0317163231066+1143.8355115266713j),(4517.135750504274+1125.054345454067j),(5317.577494448339+1002.2590729817066j),(6176.541152576672+736.9722332252414j),(7059.454305854291+289.456932672588j),(7909.529349554691-372.0529395985844j)
6154010.850606442,(711.6695329615729+351.1657665215633j),(978.0902379892904+469.9110965551618j),(1293.7541808037292+599.7053564070528j),(1663.474133591295+735.4617630513764j),(2093.0668517128906+869.7674070679491j),(2589.0862914934455+992.1845859114383j),(3158.155512542088+1088.1471920136296j),(3805.654988148833+1137.753126271393j),(4533.418526684929+1114.6467365544472j),(5336.079550885761+985.5715718298945j),(6195.958660789796+711.6850832435406j),(7077.192584247533+253.24878158450372j),(7921.418745619596-420.7567842413689j)
6200965.108122634,(713.6385720943146+351.55716141812707j),(980.8783697505328+470.33182702073896j),(1297.5792368626358+600.0520880198726j),(1668.6024200607444+735.549178556764j),(2099.8151332273274+869.2869055247091j),(2597.8106882989696+990.647976342451j),(3169.2141300729036+1084.8118571561274j),(3819.323635069397+1131.5328547264169j),(4549.730681014633+1104.0265427578042j),(5354.56024758974+968.5734969345563j),(6215.244242508436+685.9763009019437j),(7094.60212646828+216.52597332432896j),(7932.6862539682-469.99130491442963j)
6248277.620174349,(715.6132817562805+351.9462993434308j),(983.675374461117+470.74788691120744j),(1301.4177554224004+600.3897091606144j),(1673.7504504959627+735.6196513286767j),(2106.591146985843+868.7761229513189j),(2606.5717634602747+989.0591275585991j),(3180.3169296950623+1081.3894270511496j),(3833.0369941481777+1125.1725667036894j),(4566.070339659267+1093.1907059260343j),(5373.015388712449+951.2610601372231j),(6234.3899049054835+659.8424404220941j),(7111.669929853333+179.28801160913395j),(7943.314419040575-519.7497112084059j)
6295951.12,(717.5936821037819+352.33314719439034j),(986.4812900192148+471.1592077653524j),(1305.2698001721817+600.7180844219181j),(1678.9183181938993+735.6729241676953j),(2113.3950024249184+868.2345894773831j),(2615.3695833244674+987.4172158523024j),(3191.463773952929+1077.8785261147332j),(3846.7943663339734+1118.6701062922507j),(4582.435553412171+1082.1361448156986j),(5391.440641658035+933.6304829151502j),(6253.387450187059+633.280164301789j),(7128.3827722948445+141.53470711492844j),(7953.285722695324-570.0246304220495j)
6343988.362471667,(719.5797933422698+352.7176715094538j),(989.2961544350934+471.56572028596565j),(1309.135434910585+601.0370765887922j),(1684.1061162142091+735.7087362179922j),(2120.2268073549117+867.6618282834886j),(2624.2042085373278+985.7214052967521j),(3202.6545096745695+1074.2777594174202j),(3860.5950153678173+1112.0232918679435j),(4598.824295618688+1070.8597561563079j),(5409.831534323355+915.677999814879j),(6272.228474125426+606.2862508917199j),(7144.727217191341+103.26619052148716j),(7962.5826033905105-620.8080948678148j)
6392392.122309344,(721.5716357253904+353.0998384647978j),(992.1200058313384+471.9673543273174j),(1313.0147235427412+601.346546608878j),(1689.3139373628019+735.7268229034026j),(2127.0866678719444+867.0573555047052j),(2633.0756938039685+983.9708476035j),(3213.88896742353+1070.5857125263037j),(3874.438166619878+1105.2299161910344j),(4615.234460226737+1059.358415492738j),(5428.183452516178+897.399861597074j),(6290.904364769274+578.857602329248j),(7160.689619013318+64.48292508398825j),(7971.187476235026-672.0915301537005j)
6441165.196186165,(723.5692295553652+353.4796138695227j),(994.9528824404765+472.3640388844403j),(1316.907730068675+601.6463535696605j),(1694.5418741567605+735.7269158788987j),(2133.9746882684594+866.4206801317105j),(2641.984087666431+982.1646819522075j),(3225.1669609423216+1066.800951344066j),(3888.323005916258+1098.287746504387j),(4631.663859671901+1047.6289783714435j),(5446.491637227062+878.792339017127j),(6309.406301424944+550.9912524356332j),(7176.256129450423+25.18572016740997j),(7979.0827540540895-723.8657434784j)
6490310.401917521,(725.572595181425+353.85696316220907j),(997.7948226021024+472.75570208262315j),(1320.8145185749436+601.9363546721131j),(1699.7900187956488+735.7087429746268j),(2140.8909709385443+865.7513039133484j),(2650.9294322377064+980.3020348627321j),(3236.4882865725986+1062.922021962781j),(3902.248678361686+1091.194524618669j),(4648.110222831219+1035.6682814070105j),(5464.751182043949+859.8517264513362j),(6327.725253764937+522.68437542101j),(7191.412704222368-14.624255791009373j),(7986.250869377897-776.1209127004204j)
6539830.578818348,(727.5817529998219+354.23185140623883j),(1000.6458647613815+473.14227116559323j),(1324.7351532271541+602.2164052031267j),(1705.0584631264767+735.6720281441341j),(2147.835616292353+865.0487212460084j),(2659.9117629681723+978.382020021154j),(3247.8527226551787+1058.947450531156j),(3916.2142870705297+1083.9479671299491j),(4664.571192885354+1023.4731435615076j),(5482.957030578266+840.5743457518481j),(6345.851981295574+493.9342942574412j),(7206.145110528428-54.94546245282494j),(7992.674297282583-828.8465764823635j)
6589728.587867169,(729.5967234533975+354.6042432853576j),(1003.506047467093+473.5236724837886j),(1328.669698258057+602.4863585109576j),(1710.3472986166896+735.6164914035231j),(2154.8087226466255+864.3124190834013j),(2668.931108366696+976.40373814999j),(3259.2600289176266+1054.8757431229592j),(3930.218891966188+1076.545765508854j),(4681.044325186904+1011.0403674405361j),(5501.103973888445+820.9565504150023j),(6363.777033026043+464.7384896368578j),(7220.438935178688-95.775973672283j),(7998.335579163426-882.0316249987768j)
6640007.311871372,(731.6175270307388+354.97410309947577j),(1006.3754093681251+473.89983148365434j),(1332.6182179596476+602.7460659765661j),(1715.656616313789+735.5418487811736j),(2161.810386124528+863.5418768328434j),(2677.9874897594896+974.3662768257439j),(3270.709945853162+1050.7053856020484j),(3944.2615084284125+1068.9855864263934j),(4697.527085124506+998.3667406308158j),(5519.186647994639+800.994729794515j),(6381.490747460237+435.0946089388317j),(7234.279593414566-137.11346487195934j),(8003.217347476008-935.6642911289556j)
6690669.655633782,(733.6441842657962+355.3413947600477j),(1009.2539892130457+474.2706726942584j),(1336.58077667292+602.9953769863861j),(1720.986506816168+735.4478122553344j),(2168.84070056152+862.7365662409609j),(2687.0809209905256+972.2687103559524j),(3282.2021940995087+1046.4348434716278j),(3958.341106072093+1061.2650718439445j),(4714.016845922658+985.4490372153858j),(5537.19953148224+780.6853133831949j),(6398.983252878894+405.00047544558646j),(7247.652338442702-178.95519969970053j),(8007.302351147555-989.7321434407546j)
6741718.546120452,(735.6767157368597+355.7060817858914j),(1012.1418258441404+474.63611971812526j),(1340.5574387768852+603.234138904902j),(1726.3370602332443+735.3340897000045j),(2175.899757383735+861.8959513038319j),(2696.2114081516756+970.1100996125433j),(3293.7364737367197+1042.0625618206818j),(3972.456607339918+1053.381839403303j),(4730.510886439946+972.2840193407986j),(5555.136943070083+760.0247756005695j),(6416.2444678857355+374.45409822148815j),(7260.5422717115-221.29801671766953j),(8010.573482047301-1044.2220791314003j)
6793156.933,(737.7151420663254+356.0681272982689j),(1015.0389581987023+474.9960952158552j),(1344.5482686782202+603.4621970460585j),(1731.7083661474637+735.2003848270223j),(2182.987645508066+861.0194881500014j),(2705.378949289364+967.8894918837095j),(3305.3124636432076+1037.5869651738144j),(3986.6068861862723+1045.3334826502178j),(4747.006388975237+958.8684388170236j),(5572.993039350011+739.0096404366312j),(6433.2641024082+343.45368129063564j),(7272.934353911312-264.13831670602883j),(8013.013802053745-1099.120318893043j)
6844987.787,(739.759483919744+356.42749401649314j),(1017.9454253045209+475.35052089529927j),(1348.5533307986914+603.6793946459552j),(1737.1005135794571+735.0463971235663j),(2190.104451223451+860.1066249388448j),(2714.5835341016527+965.6059207282445j),(3316.929820777307+1033.0064574303449j),(4000.790766670245+1037.117571399323j),(4763.50043700744+945.1990389288311j),(5590.761812533928+717.6364865315015j),(6450.031658921046+311.9976340516215j),(7284.813416745456-307.47204975852446j),(8014.606571010751-1154.4124023505528j)
6897214.103595583,(741.8097620054679+356.784144252959j),(1020.8612662745862+475.6993175011831j),(1352.572689564679+603.8855728327563j),(1742.5135909468959+734.8718217933072j),(2197.2502580705363+859.1568017562148j),(2723.8251436297014+963.258405827157j),(3328.5881794983484+1028.3194217314972j),(4015.0070215271435+1028.7316521302137j),(4779.99001296051+931.2725562594834j),(5608.437088362098+695.9019521851492j),(6466.536434135713+280.08458114443897j),(7296.164175492731-351.29470240169076j),(8015.335275451393-1210.0831845707469j)
6949838.899850633,(743.865997073445+357.1380399087592j),(1023.7865203090741+476.0424047982869j),(1356.6064093956174+604.0805705970001j),(1747.947686019836+734.6763496995661j),(2204.425146724546+858.1694505018559j),(2733.1037499439226+960.8459528321741j),(3340.287150803023+1023.5242204331028j),(4029.254370747859+1020.1732483575117j),(4796.471995969182+917.0857225822092j),(5626.012524030965+673.8027408481009j),(6482.767521041247+247.71337282894075j),(7306.971242314586-395.60128545621376j),(8015.1836577027125-1266.116834790158j)
7002865.216072917,(745.9282099149102+357.4891424685371j),(1026.721226687581+476.3797015625819j),(1360.654554689199+604.2642247639119j),(1753.4028858799606+734.4596673021399j),(2211.6291948644302+857.1439947872575j),(2742.4193158261564+958.3675532090102j),(3352.026321599635+1018.6191950081311j),(4043.531480105342+1011.439861088234j),(4812.943159567771+902.6352670278571j),(5643.481606279794+651.3356266206187j),(6498.713811361958+214.88309548554565j),(7317.21914041295-440.38632152622586j),(8014.135746063975-1322.496834926261j)
7056296.116,(747.9964213609697+357.8374129961028j),(1029.6654247687468+476.7111255658745j),(1364.717189812145+604.4363699599412j),(1758.8792768821036+734.2214565902448j),(2218.8624770515617+856.0798498177538j),(2751.7717944099422+955.8221841230185j),(3363.8052539280184+1013.6026660131373j),(4057.8369596496786+1002.5289693287951j),(4829.400169458098+887.9179181542419j),(5660.837649590746+628.4974599570753j),(6514.36399844814+181.59308222087532j),(7326.892318926115-485.64383345119353j),(8012.17588519464-1379.2059806621542j)
7110134.685962399,(750.0706522825213+358.18281212889656j),(1032.6191539857148+477.03659356372265j),(1368.7943790814602+604.5968385871477j),(1764.376944598931+733.9613950296003j),(2226.1250645865193+854.9764222939839j),(2761.1611288555496+953.2088082716323j),(3375.623484176461+1008.4729330432219j),(4072.169362176494+993.4380306394262j),(4845.839581223507+872.9304062519213j),(5678.073794483702+605.2851737138069j),(6529.706580601765+147.84292383604335j),(7335.975168701499-531.3673324874358j),(8009.288767130721-1436.226383514775j)
7164384.0370155545,(752.1509235889373+358.5253000733916j),(1035.5824538427978+477.356021281886j),(1372.886186756999+604.7454607864197j),(1769.8959737820855+733.679155491315j),(2233.4170253786297+853.8331102944046j),(2770.5872519955697+950.5263737427256j),(3387.480522291317+1003.2282746823869j),(4086.5271817102775+984.1644816547351j),(4862.257838036037+857.6694657919049j),(5695.183006002868+581.6957891669069j),(6544.72986489068+113.63247956410902j),(7344.4520388050105-577.5498074984865j),(8005.459462727516-1493.539474420083j)
7219047.303165915,(754.237256227312+358.8648365999044j),(1038.5553639116079+477.6693234031941j),(1376.9926770202123+604.8820644124374j),(1775.4364483107802+733.3744061909373j),(2240.7384238106542+852.6493031576606j),(2780.050085967357+947.7738138797674j),(3399.375850929687+997.866948523389j),(4100.908851894092+974.7057387816193j),(4878.651268461008+842.1318377382554j),(5712.158072314822+557.7264223924575j),(6559.42197142636+78.9618882774086j),(7352.307253898468-624.1837141403679j),(8000.673453566778-1551.126008593779j)
7274127.642528822,(756.3296711814176+359.20138103757296j),(1041.5379238281578+477.9764135530679j),(1381.1139139671384+605.0064749948872j),(1780.998451144432+733.0468106212456j),(2248.089320577481+851.4243813886519j),(2789.5495418226865+944.9500471655789j),(3411.308924636968+992.387191135727j),(4115.312744411983+965.0591988363391j),(4895.016084084818+826.3142724882289j),(5728.991603462637+533.374290888443j),(6573.770838156966+43.831579672623874j),(7359.525132417328-671.2609646574448j),(7994.916663896243-1608.9660726466134j)
7329628.237,(758.4281894708863+359.53489226907226j),(1044.5301732879052+478.27720428657074j),(1385.2499615848337+605.1185157138175j),(1786.5820642654471+732.6960274925846j),(2255.469772547054+850.1577165349221j),(2799.08551917386+942.0539770486007j),(3423.279168961284+986.787218114269j),(4129.7371673727+955.2222397584403j),(4911.348377360818+810.2135323732414j),(5745.67603032833+508.6367202289412j),(6587.7642261801875+8.242285561764383j),(7366.090005540302-718.7729183126103j),(7988.175493183277-1667.039092290356j)
7385552.294017408,(760.5328321504041+359.8653287251924j),(1047.532152041767+478.5716070743724j),(1389.4008837422384+605.2180073608747j),(1792.1873686322328+732.3217106607538j),(2262.8798326039378+848.848671076624j),(2808.6579057715794+939.0844918460273j),(3435.2859795875497+981.0652240830481j),(4144.180363617148+945.1922214855254j),(4927.644119354833+793.8263946055326j),(5762.203603748845+483.5111510790405j),(6601.389725598645-27.804949011194676j),(7371.9862369055245-766.7103726555924j),(7980.436848284817-1725.3238429628063j)
7441903.043590499,(762.6436203081879+360.1926483799214j),(1050.5438998934596+478.8595322871606j),(1393.5667441691103+605.304768310765j),(1797.8144441226373+731.9235090619675j),(2270.3195494949555+847.4965983087083j),(2818.266577107297+936.0404646052219j),(3447.3287214381635+975.2193827352553j),(4158.640509102171+934.966486681991j),(4943.899157505555+777.1496543825176j),(5778.566393858675+457.99514626124966j),(6614.6347619269-64.30875411339292j),(7377.198243258302-815.0635546900769j),(7971.688176217895-1783.798460805092j)
7498683.741642866,(764.7605750650464+360.5168087449558j),(1053.5654566926219+479.1408891834852j),(1397.7476064427246+605.3786144843607j),(1803.463369475478+731.501066647489j),(2277.788967657729+846.100842236883j),(2827.9113960081977+932.9207529627871j),(3459.406727728146+969.2478469317945j),(4173.115711191118+924.5423616672634j),(4960.109213475616+760.1801279352704j),(5794.756289616475+432.08639817547254j),(6627.4866030798985-101.26742361322496j),(7381.710515638465-863.8221139060239j),(7961.917496240982-1842.4404568034881j)
7555897.668622354,(766.8837175738802+360.8377668637677j),(1056.5968623322478+479.41558589339104j),(1401.943533967929+605.4393593172338j),(1809.1342222360959+731.0540223115663j),(2285.2881270531193+844.6607374636302j),(2837.5922121905933+929.724199047314j),(3471.519299018087+963.1487487899833j),(4187.6040068972425+913.9171574623676j),(4976.269880975319+742.9146558859411j),(5810.764998578967+405.78273629603996j),(6639.932366944844-138.67890394827913j),(7385.507641590369-912.9751147857471j),(7951.113432394825-1901.2267313192042j)
7613548.130006171,(769.013069017721+361.15547930670476j),(1059.6381567429753+479.6835294046225j),(1406.1545899579055+605.486813726494j),(1814.8270786933278+730.5820098257068j),(2292.8170630012396+843.1756090639084j),(2847.3088618294814+926.4496293506302j),(3483.6657022899963+956.9201997190219j),(4202.103361216354+903.0881706657824j),(4992.376623659448+725.3501066330684j),(5826.584046899788+379.0821349423462j),(6651.959029570506-176.54078246769777j),(7388.574327831194-962.5110313613313j),(7939.265245389865-1960.1335912714937j)
7671638.456491862,(771.1486506093725+361.46990216474063j),(1062.6893798897045+479.9446255463059j),(1410.3808374207115+605.5207860712256j),(1820.542013818444+730.0846577683119j),(2300.3758059927013+841.644772483832j),(2857.061167110097+923.0958546103311j),(3495.8451699073507+950.5602906326001j),(4216.611665311108+892.0526846683524j),(5008.4247730396655+707.4833799637748j),(5842.20477958931+351.9827212145215j),(6663.553433969693-214.85027628925758j),(7390.8954238590995-1012.417741636986j),(7926.362864067825-2019.136769179436j)
7730172.004189741,(773.2904835889832+361.7809910448108j),(1065.7505717638933+480.19877897614947j),(1414.6223391334925+605.5410821234007j),(1826.2791012026123+729.5615894532585j),(2307.964381508693+840.0675334228713j),(2866.8489357537132+919.6616697162948j),(3508.056898635932+944.0670920483601j),(4231.126734773826+880.8079707279544j),(5024.409526450327+689.3114107973772j),(5857.6183610618455+324.48278293262575j),(6674.702299549435-253.60422117972897j),(7392.455946001823-1062.6825238703277j),(7912.39691683663-2078.211443152354j)
7789152.154816775,(775.4385892241087+362.08870106292284j),(1068.821772381038+480.4458931627381j),(1418.8791576290891+605.5475050263324j),(1832.038412989994+729.0124228602642j),(2315.5828098352263+838.4431877166649j),(2876.671960553582+916.1458535920647j),(3520.300048612641+937.4386542609398j),(4245.646307818864+869.3512892297117j),(5040.325945104819+670.8311729473442j),(5872.815775913012+296.5807771860878j),(6685.392232211254-292.7990602027866j),(7393.241102328561-1113.2920529860774j),(7897.35876198887-2137.332259700993j)
7848582.315891974,(777.592988807876+362.3929868388365j),(1071.9030217739444+480.68587037112223j),(1423.1513551682483+605.53985526542j),(1837.8200198100844+728.4367705632891j),(2323.231105866188+836.7710212269085j),(2886.5300188902042+912.5471690916509j),(3532.573742290163+930.673007544201j),(4260.168043495366+857.6798909375045j),(5056.168952136857+652.0396832986929j),(5887.787830055505+268.2753385748534j),(6695.60973509011-332.4308329074173j),(7393.236317989186-1164.2323986829624j),(7881.240517562208-2196.473357864233j)
7908465.9209332485,(779.7537036574049+362.69380249029j),(1074.9943599871424+480.918611647082j),(1427.4389937250164+605.5179306254454j),(1843.623990709276+727.8342396570881j),(2330.909278905866+835.0503097251556j),(2896.422872214057+908.864362931479j),(3544.8770633681725+923.7681623652035j),(4274.689519837475+845.7910184319969j),(5071.933330793464+632.9340058397759j),(5902.525152125207+239.56528796728585j),(6705.341219956691-372.4951646404307j),(7392.427261207615-1215.4890242934857j),(7864.035090547559-2255.6083948634423j)
7968806.429655772,(781.9207551122654+362.9911016272208j),(1078.0958270718515+481.1440168005045j),(1431.7421349614+605.48152615703j),(1849.4503930752755+727.2044316883068j),(2338.6173324551373+833.2803187902717j),(2906.3502655430775+905.0961655883779j),(3557.209055697482+916.7221096342377j),(4289.208232044415+833.6819075304923j),(5087.613722611855+613.5112561847902j),(5917.018195238162+210.4496412417867j),(6714.573019349435-412.9872556226008j),(7390.799869754608-1267.0467869114818j),(7845.736204827951-2314.710574105231j)
8029607.328171876,(784.094164533998+363.28483734487804j),(1081.2074630795937+481.3619843895681j),(1436.0608402042787+605.4304341397934j),(1855.2992925719918+726.546942572645j),(2346.3552640166026+831.4603036755213j),(2916.3119269438575+901.2412912092984j),(3569.568722168138+909.5328209738208j),(4303.7215906564115+821.3497887663768j),(5103.204625774864+593.7686058879497j),(5931.257239090307+180.92761813472643j),(6723.291399284049-453.90187124992104j),(7388.340377813291-1318.8899389128774j),(7826.3384282896295-2373.7526745391824j)
8090872.129192453,(786.2739533036276+363.5749622185149j),(1084.3293080558715+481.57241170451016j),(1440.3951704250621+605.3644440415941j),(1861.1707530506064+725.8613625343229j),(2354.123064863392+829.5895092138257j),(2926.307566978133+897.2984375583209j),(3581.955023570603+902.1982490260735j),(4318.226919673076+808.7918890710962j),(5118.7003934915665+573.7032871573053j),(5945.232392400688+150.99865146557272j),(6731.482572780166-495.2333315368369j),(7385.0353434043855-1371.0021302766816j),(7805.837198712825-2432.7070818113343j)
8152604.372229892,(788.460142820385+363.86142829701896j),(1087.4614020338536+481.77519475098495j),(1444.7451862115654+605.283342484441j),(1867.0648364802332+725.1472760217526j),(2361.920719817582+827.6671697039258j),(2936.3368781604186+893.2662859349817j),(3594.3668774426915+894.7163277781221j),(4332.721454710734+796.0054334321013j),(5134.095232472646+553.3125977567208j),(5958.9335957504845+120.66239622982148j),(6739.132713968815-536.9755018454282j),(7380.8716759778545-1423.3664127179707j),(7784.228848341828-2491.545821133276j)
8214807.623802576,(790.6527545005641+364.14418709620236j),(1090.6037850275934+481.9702282333952j),(1449.110947746956+605.1869132020465j),(1872.9816028649425+724.4042616346367j),(2369.748207024906+825.6925087944334j),(2946.3995343893357+889.1435011195508j),(3606.803156891965+887.0849729247828j),(4347.20234113665+782.9876466829619j),(5149.383201550989+532.5939059055574j),(5972.350624799063+89.91873901073457j),(6746.227972975544-579.1217833355329j),(7375.836664505869-1475.9652445828906j),(7761.510627259189-2550.2405914684728j)
8277485.477640937,(792.8518097753204+364.4231895929508j),(1093.7564970269345+482.1574055363236j),(1453.4925147828724+605.0749370020122j),(1878.9211101591818+723.6318920496606j),(2377.605497726712+823.6647393637289j),(2956.4951903644246+884.9287313267508j),(3619.262689400055+879.3020822587441j),(4361.6666322051315+769.7357553751356j),(5164.558210384373+511.5446554841814j),(5985.473093918728+58.767807246626575j),(6752.754491442731-621.6651042299713j),(7369.918005433668-1528.780498029922j),(7737.6807247391735-2608.7628019774156j)
8340641.554895075,(795.0573300890288+364.6983862187219j),(1096.919577987528+482.3366187100335j),(1457.889946610786+604.9471917284613j),(1884.8834141842685+722.8297339417795j),(2385.4925559937155+821.5830634407869j),(2966.6234809890457+880.6206081686169j),(3631.7442555848756+871.3655361365916j),(4376.111287192915+756.2469897475637j),(5179.614018304386+490.1623712983891j),(5998.290460237839+27.209978954397954j),(6758.6984187426215-664.5979114754429j),(7363.1038311846205-1581.7934665914177j),(7712.738289804773-2667.083608791905j)
8404279.504,(797.2693368978278+364.9697268527675j),(1100.0930678261873+482.5077584504785j),(1462.3033020383814+604.8034522184986j),(1890.8685685371647+721.9973479108957j),(2393.409338506769+819.4466720593841j),(2976.784020781877+876.2177465907296j),(3644.2465879922233+863.2731978844331j),(4390.533169538172+742.5185857911697j),(5194.544233287739+468.44466456223097j),(6010.792028133915-4.754107935320573j),(6764.045928911129-707.9121626974436j),(7355.382738493052-1634.9848748132724j),(7686.683449321443-2725.1739542100754j)
8468403.002606256,(799.4878516679+365.23716081547315j),(1103.2770064125434+482.67071408255265j),(1466.732639359694+604.6434902635062j),(1896.8766245016172+721.1342884023009j),(2401.3557942755915+817.2547451833675j),(2986.9764032237636+871.7187448957939j),(3656.768369803769+855.0229143637544j),(4404.929044984473+728.5477874178018j),(5209.342311054772+446.3892386292146j),(6022.966954169966-37.12354563566356j),(6768.783238196612-751.5993190174609j),(7346.743816640506-1688.3348895236263j),(7659.517324612508-2783.004606706596j)
8533015.754352717,(801.712895872759+365.50063686235006j),(1106.4714335605577+482.8253735427336j),(1471.1780163253807+604.467074569043j),(1902.907630955914+720.2401036276297j),(2409.3318643904754+815.0064515825275j),(2997.2002001406645+867.1221846991464j),(3669.3082335846184+846.6125164598045j),(4419.295579748175+714.3318486887215j),(5224.001554362799+423.9938946732621j),(6034.804252503662-69.89714707312706j),(6772.896623316672-795.6503382200765j),(7337.176675943263-1741.8231318669225j),(7631.242046154249-2840.5462021656763j)
8598121.492520224,(803.9444909926849+365.7601031761469j),(1109.6763890215514+482.97162336007176j),(1475.6394901149085+604.2739707114788j),(1908.9616342725349+719.3143354913552j),(2417.337481750625+812.700948730574j),(3007.454961045695+862.4266309347236j),(3681.8647599657033+838.0398197008494j),(4433.629338668412+699.868036235944j),(5238.515112408326+401.256537826513j),(6046.292800776297-103.07343600072659j),(6776.372440359143-840.0556685942736j),(7326.671475646991-1795.4286917599998j),(7601.860766218048-2897.7692862702243j)
8663723.979,(806.1826585112099+366.01550736128837j),(1112.891912475319+483.1093486384274j),(1480.117117303691+604.0639410983326j),(1915.038678223816+718.3565195069401j),(2425.372570781381+810.3373827097405j),(3017.7402124681025+857.6306318707132j),(3694.4364763351296+829.30262486414j),(4447.926783411201+685.153631680557j),(5252.875980454413+378.1751832028754j),(6057.421346490594-136.65063749161396j),(6779.197144220176-884.8052438364393j),(7315.218951811288-1849.1301433288472j),(7571.377669353294-2954.6443579553097j)
8729827.002492212,(808.4274199145786+366.26679643561624j),(1116.118043522898+483.23843303661454j),(1484.610953834111+603.8367449232123j),(1921.1388038746616+717.3661847240328j),(2433.437047156674+807.9148881008153j),(3028.0554572823426+852.7327191111708j),(3707.0218554999356+820.3987186475986j),(4462.184270657317+670.1859342675073j),(5267.0769996188465+354.7479622062916j),(6068.178513910754-170.62666796723852j),(6781.357308806147-929.8884780351711j),(7302.810444702812-1902.905562166448j),(7539.797980946956-3011.1419134548505j)
8796434.383450346,(810.6787966882046+366.513916824594j),(1119.3548216752065+483.3587587520417j),(1489.1210549775021+603.5921381286935j),(1927.2620494847458+716.3428536412857j),(2441.5308175008076+805.4325878923661j),(3038.4001739864393+847.7314076688358j),(3719.619314319506+811.3258744103092j),(4476.398050351685+654.9622634990867j),(5281.110856850339+330.97312906983575j),(6078.552811464701-204.99912580625482j),(6782.8396476850985-975.2942620017224j),(7289.437925909058-1956.7325438276239j),(7507.127973031809-3067.232491653073j)
