f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
193726.7575,(176.68805695559013+150.62602607252532j),(240.52362817612544+204.99161446135352j),(314.20814417171545+267.7126350898235j),(397.7587736071281+338.78621239730296j),(491.1975384026405+418.20594662979215j),(594.5519261122238+505.9657929635199j),(707.8555021635639+602.0583461332675j),(831.1485264132034+706.4746877933884j),(964.4785739036508+819.2042237477169j),(1107.901160854121+940.2345091275615j),(1261.480376301061+1069.5510596250313j),(1425.289520791891+1207.1371466376445j),(1599.4117524624735+1352.9735742030746j)
195204.8661,(177.39246851728257+150.9725398735207j),(241.48284873997085+205.46295418020324j),(315.46176519646497+268.3278529586529j),(399.34662503298546+339.564285256219j),(493.1597560828649+419.16573358320795j),(596.929027818066+507.1260204876009j),(710.6884721746135+603.437577808457j),(834.4789086524266+708.0912904644449j),(968.3485739937673+821.0763298090855j),(1112.3537566947311+942.3799747128221j),(1266.5594378449305+1071.987418250381j),(1431.0399388825936+1209.8815579277882j),(1605.8795764985443+1356.0427672835026j)
196694.2524,(178.09825821224368+151.31948854517793j),(242.44395085144043+205.93488202713436j),(316.7178537582576+268.94383332297053j),(400.9376156806286+340.3433147057046j),(495.1258743983602+420.126689002874j),(599.3108863379789+508.28764380048784j),(713.5271560165854+604.8184451785771j),(837.8160700343449+709.7097778195912j),(972.2265353938592+822.9505744784276j),(1116.8156232245128+944.5278327901968j),(1271.64921824959+1074.4264174330694j),(1436.8026762392133+1212.6288452490792j),(1612.3614879100098+1359.1150513886298j)
198195.0025,(178.80542653243555+151.6668732907893j),(243.40693525118206+206.40739959171154j),(317.97641094508595+269.56057818200645j),(402.5317471443091+341.1233031530953j),(497.0958956359187+421.08881567730634j),(601.6975048539301+509.4506660165606j),(716.3715581894221+606.2009515601775j),(841.1600167148042+711.3301532287026j),(976.112466559761+824.8269609319171j),(1121.2867716923206+946.6780860619306j),(1276.7497326238008+1076.8680589567348j),(1442.577752722198+1215.3790089689876j),(1618.8575125036737+1362.1904248224614j)
199707.2032,(179.51397399863248+152.0146953147456j),(244.37180272361377+206.88050846362862j),(319.23743791029426+270.17808953307053j),(404.12902108128975+341.9042530054577j),(499.0698221532345+422.0521163939484j),(604.0888867443747+510.6150902276753j),(719.2216833386605+607.5851002537986j),(844.5107550774411+712.9524200280259j),(980.006376164033+826.7054923060984j),(1125.7672137680083+948.8307371457182j),(1281.8609962035787+1079.3123445535662j),(1448.365188501355+1218.132049350204j),(1625.3676762134264+1365.2688857873427j)
201230.9417,(180.22390116138706+152.3629558222447j),(245.3385540889633+207.35421023405706j),(320.50093585540105+270.79636937445207j),(405.72943922484194+342.6861666671575j),(501.04765641926724+423.01659393212725j),(606.4850354298301+511.7809195287382j),(722.0775362637366+608.970894541929j),(847.8682917068063+714.5765815231798j),(983.9082730830085+828.5861716992642j),(1130.2569613778114+950.9857886002014j),(1286.983024780186+1081.7592758306273j),(1454.1650040732295+1220.8879665463683j),(1631.8920058550639+1368.3504322481745j)
202766.3062,(180.9352085997483+152.71165601950958j),(246.30719021354645+207.82850649384588j),(321.76690603807566+271.41541970373714j),(407.33300337823084+343.4690465407506j),(503.0294009855951+423.98225106762993j),(608.8859545113098+512.9481569936363j),(724.9391218776716+610.3583376954575j),(851.2326333539322+716.2026409943793j),(987.8181664495321+830.4690021620135j),(1134.756026670943+953.1432429308289j),(1292.1158345068552+1084.2088543007794j),(1459.977220525146+1223.6467605548355j),(1638.430528399133+1371.4350620599394j)
204313.3852,(181.6478969235746+153.0607971133307j),(247.27771200156326+208.30339883473326j),(323.03534977693994+272.0352425171071j),(408.93971542133016+344.2528950257502j),(505.0150585020109+424.94909056976053j),(611.2916476730497+514.1168056919216j),(727.8064453181179+611.7474329539514j),(854.603786953169+717.830601693563j),(991.7360656256885+832.3539867003578j),(1139.2644221624341+955.3031025635447j),(1297.2594418366043+1086.6610813922703j),(1465.8018593613476+1226.408431244155j),(1644.983271596418+1374.5227728529353j)
205872.2683,(182.36196677188988+153.41038031123907j),(248.2501203998195+208.77888884859232j),(324.3062684362381+272.65583981166094j),(410.5495773045231+345.0377145194095j),(507.0046317044724+425.9171152033516j),(613.7021187236242+515.2868686810084j),(730.6795117804502+613.1381835541288j),(857.9817596123962+719.4604668452571j),(995.6619801973363+834.2411282766866j),(1143.7821605768609+957.4653698714301j),(1302.4138635569943+1089.115958440455j),(1471.6389424132012+1229.1729783679448j),(1651.5502639382603+1377.613562036191j)
207443.0454,(183.0774188136786+153.76040682138893j),(249.2244163964526+209.25497812746832j),(325.57966344832954+273.2772135815495j),(412.16259105239317+345.82350741587453j),(508.99812344464794+426.8863277232975j),(616.1173716009262+516.4583490052887j),(733.5583267053137+614.5305926970875j),(861.3665587147534+721.0922396277062j),(999.5959200195325+836.1304298004853j),(1148.309255032759+959.6300471397291j),(1307.5791168455044+1091.5734866782152j),(1477.4884920238617+1231.940401531239j),(1658.1315339891516+1380.7074269164516j)
209025.8074,(183.7942537481287+154.11087785236737j),(250.20060102335896+209.73166826303517j),(326.8555362893272+273.8993658218899j),(413.7787587713616+346.61027610467045j),(510.99553664978146+427.8567308811554j),(618.5374103496769+517.6312496995481j),(736.4428956214551+615.924663574802j),(864.7581917571288+722.7259232008147j),(1003.5378951869938+838.0218941322405j),(1152.8457188657871+961.7971365978278j),(1312.7552193311208+1094.0336672209596j),(1483.3505311793965+1234.7107001632257j),(1664.72711113056+1383.804364560156j)
210620.6456,(184.51247230491168+154.4617946131467j),(251.17867535184018+210.20896084733374j),(328.13388850527906+274.5222985242524j),(415.3980826198477+347.3980229760376j),(512.9968743458791+428.8283274209141j),(620.962239163542+518.8055737812318j),(739.3332242100607+617.3203993588663j),(868.1566664470383+724.3615206886636j),(1007.4879159714716+839.9155240945709j),(1157.3915658143676+963.9666403833845j),(1317.9421888690918+1096.4965011074148j),(1489.2250828332171+1237.4838736387112j),(1671.337025308991+1386.9043718366843j)
212227.6522,(185.23207524339924+154.81315831314197j),(252.15864049522975+210.68685747224373j),(329.41472168652757+275.14601368094173j),(417.0205648510131+348.1867504127567j),(515.0021396664713+429.8011200774347j),(623.3918623563086+519.9813242550094j),(742.2293183674767+618.7178031885257j),(871.561990636734+725.9990351907716j),(1011.4459928868336+841.8113224599219j),(1161.9468097028368+966.1385605994712j),(1323.1400436701995+1098.9619892749342j),(1495.112171042454+1240.2599210672684j),(1677.9613068944484+1390.0074454421358j)
213846.92,(185.95306335403737+155.16497016190817j),(253.14049761273003+211.16535972865267j),(330.6980374894007+275.7705132810305j),(418.646207790391+348.97646079422657j),(517.0113358281034+430.7751115802252j),(625.826284312198+521.1585041218697j),(745.1311841043428+620.1168781880706j),(874.9741725059057+727.6384697478629j),(1015.412136874959+843.7092919143829j),(1166.511464945907+968.3128992203829j),(1328.3488024940038+1101.4301325206904j),(1501.0118196057088+1243.0388415439347j),(1684.5999870872313+1393.1135818183334j)
215478.5426,(186.67543745717438+155.51723136929007j),(254.1242479044891+211.6444692072118j),(331.98383762355803+276.39579931248204j),(420.27501383812375+349.76715649587175j),(519.0244661595503+431.75030464805167j),(628.2655096216788+522.3371163536196j),(748.0388275889975+621.5176274589762j),(878.3932202910153+729.2798273907147j),(1019.3863588583545+845.6094351399214j),(1171.085545933392+970.4896582049736j),(1333.568484244964+1103.900931576437j),(1506.9240534721098+1245.8206338830978j),(1691.253097419298+1396.2227772465328j)
217122.6143,(187.39919840545798+155.8699431448679j),(255.10989261259357+212.12418749817087j),(333.27212385801295+277.02187376107145j),(421.906985465467+350.5588398893942j),(521.0415340689519+432.7267019946637j),(630.7095429269517+523.5171639211527j),(750.952255167887+622.9200540753496j),(881.8191425532577+730.9231110901823j),(1023.368670183455+847.5117547313446j),(1175.6690677158747+972.6688393668303j),(1338.7991085257513+1106.3743870021055j),(1512.8488976347744+1248.6052968247343j),(1697.9206698620496+1399.3350278244338j)
218779.23,(188.12434708143712+156.22310669845558j),(256.09743302407014+212.60451619068172j),(334.56289802104965+277.64873861000456j),(423.5421252289584+351.3515133402352j),(523.0625430861738+433.70430632085714j),(633.158389070591+524.6986497662498j),(753.8714733066563+624.3241610945278j),(885.2519479436348+732.5683238003338j),(1027.3590824293415+849.4162532308178j),(1180.262045380523+974.8504444906998j),(1344.0406949179987+1108.850499321035j),(1518.7863775019432+1251.3928289632452j),(1704.6027373534657+1402.4503293594234j)
220448.4855,(188.8508843986372+156.57672323971622j),(257.08687046503655+213.08545687370508j),(335.8561619953732+278.276395840845j),(425.1804357480792+352.14517921137076j),(525.0874968164632+434.6831203224425j),(635.6120529344954+525.8815768316252j),(756.7964886418215+625.7299515468743j),(888.6916453576329+734.2154684287485j),(1031.357607296448+851.3229331480852j),(1184.8644944432986+977.0344752567627j),(1349.2932638313835+1111.329268855774j),(1524.7365193364853+1254.183228658454j),(1711.2993329922679+1405.5686775246834j)
222130.4772,(189.57881130160158+156.93079397816297j),(258.07820631394907+213.56701113362402j),(337.15191772850744+278.9048474314629j),(426.82191973219744+352.9398398581337j),(527.1163989827105+435.6631466826668j),(638.0705396076024+527.0659480289207j),(759.7273080569996+627.137428420856j),(892.1382439033644+735.8645478419714j),(1035.3642569375766+853.2317968969735j),(1189.4764308090262+979.2209332466072j),(1354.5568357029883+1113.8106958796532j),(1530.6993496082177+1256.9764941605058j),(1718.0104910587713+1408.6900676532048j)
223825.3022,(190.30812876805467+157.28532012264822j),(259.0714419843655+214.04918055720412j),(338.45016722033324+279.534095358123j),(428.466579968509+353.7354976301962j),(529.149253415761+436.64438807305305j),(640.533854266366+528.251766260752j),(762.6639384575956+628.5465947050066j),(895.5917529366253+737.5155648572182j),(1039.379043609682+855.1428468601384j),(1194.097870522995+981.4098199905022j),(1359.8314314797576+1116.2947805239003j),(1536.6748953031563+1259.7726235461955j),(1724.7362456936862+1411.8144949982477j)
225533.0585,(191.03883780449377+157.64030288216873j),(260.0665789360038+214.5319667295591j),(339.7509125322265+280.1641415937552j),(430.1144193110439+354.53215487366026j),(531.1860640077864+437.62684716255154j),(643.0020022136246+529.4390344131284j),(765.6063870233197+629.9574533397622j),(899.0521818754372+739.1685222785009j),(1043.4019798135994+857.0560853624493j),(1198.7288299900608+983.6011369240111j),(1365.1170725451007+1118.781522787997j),(1542.6631838538963+1262.5716147313346j),(1731.4766319383432+1414.9419545229255j)
227253.8448,(191.7709394511+157.9957434648129j),(261.0636186748759+215.01537123386595j),(341.0541557920119+280.7949881066919j),(431.7654407021568+355.329813926601j),(533.2268348059392+438.61052659913486j),(645.4749889117572+530.6277553486511j),(768.5546610266172+631.370007251491j),(902.5195405018496+740.8234228370964j),(1047.4330785080858+858.9715146269685j),(1203.369326082641+985.7948853637432j),(1370.4137806805825+1121.2709225460283j),(1548.6642433260406+1265.373465430665j),(1738.2316860374222+1418.0724408342985j)
228987.7604,(192.50443477926734+158.3516430782493j),(262.0625627507543+215.49939565190192j),(342.3598991746651+281.42663686444416j),(433.4196471611976+356.1284771210511j),(535.2715699109353+439.59542902901933j),(647.9528199167158+531.8179319188906j),(771.5087679817441+632.7842593230303j),(905.9938387607233+742.4802692294086j),(1051.472352707172+860.8891368537604j),(1208.019375842045+987.9910665665714j),(1375.7215781034222+1123.7629795378439j),(1554.6781022052796+1268.1781731981873j),(1745.0014435739022+1421.2059485598036j)
230734.9056,(193.23932489132346+158.70800292961292j),(263.0634127563169+215.98404156408102j),(343.6681449235218+282.0590898293017j),(435.07704178043815+356.9281467836292j),(537.3202735562938+440.58155708102106j),(650.4355009270296+533.0095669545153j),(774.4687154742793+634.2002124265413j),(909.4750867111651+744.1390641268011j),(1055.5198157198101+862.8089541717043j),(1212.678996689982+990.1896816855517j),(1381.0404872676277+1126.2576934065578j),(1560.7047894058605+1270.985735422496j),(1751.7859418994708+1424.3424718481285j)
232495.3812,(193.97561092310545+159.06482422500824j),(264.0661703292336+216.46931054882293j),(344.9788953400927+282.6923489602282j),(436.73762774324456+357.72882523176906j),(539.3729500674001+441.5689133745676j),(652.9230378122011+534.2026632591087j),(777.4345113521061+635.6178693854387j),(912.9632947568185+745.7998101285277j),(1059.5754811763954+864.7309686316505j),(1217.3482063599813+992.3907317825439j),(1386.3705311397425+1128.755063641636j),(1566.7443345065199+1273.796149277976j),(1758.5852184450869+1427.482004711701j)
234269.289,(194.71329404169384+159.42210816985735j),(265.07083715467684+216.9552041820958j),(346.292152786927+283.3264162121028j),(438.40140829923723+358.5305147784445j),(541.429603886059+442.557500513888j),(655.4154365091313+535.3972236294949j),(780.4061635322498+637.0372330120048j),(916.4584734203056+747.4625098065227j),(1063.6393629955282+866.6551822122765j),(1222.0270230178558+994.5942178020148j),(1391.7117330776116+1131.2550896022376j),(1572.7967672858124+1276.609411816239j),(1765.3993112723183+1430.624540910625j)
236056.7315,(195.4523754466899+159.7798559685842j),(266.0774149607497+217.44172403819908j),(347.6079196926153+283.96129353472065j),(440.0683867927411+359.33321772620974j),(543.490239544014+443.54732109360026j),(657.9127031319179+536.5932508334711j),(783.3836802304868+638.4583060609964j),(919.9606335024669+749.127165671804j),(1067.7114752594478+868.5815968443782j),(1226.7154650232756+996.8001406187764j),(1397.0641170793388+1133.7577704618575j),(1578.8621183955775+1279.4255198245442j),(1772.2282592313818+1433.7700739164354j)
237857.812,(196.19285637052423+160.13806882449126j),(267.08590551784863+217.9288716897417j),(348.926198535871+284.5969828755842j),(441.7385666327357+360.1369363731694j),(545.5548616614491+444.5383776986638j),(660.4148439103055+537.7907476213716j),(786.3670696728045+639.8810912874935j),(923.4697859814939+750.7937801949672j),(1071.7918323447825+870.5102143834254j),(1231.4135510663202+999.0085010084157j),(1402.427706992316+1136.2631053725281j),(1584.9404188314006+1282.2444699349023j),(1779.07210157348+1436.9185969890939j)
239672.6344,(196.93473807685555+160.49674793998878j),(268.09631064861094+218.4166487055411j),(350.24699186122734+285.2334861768784j),(443.4119513231532+360.94167300656204j),(547.6234750088322+445.5306728913649j),(662.9218652330184+538.989716717269j),(789.3563404013416+641.3055913836413j),(926.985942026558+752.4623558026277j),(1075.8804490021328+872.4410365912591j),(1236.1213002707661+1001.2192996245483j),(1407.802527798695+1138.7710931945508j),(1591.031699994097+1285.0662586065332j),(1785.9308785989138+1440.07010303825j)
241501.3037,(197.67802186362928+160.8558945159228j),(269.10863221646457+218.90505665290894j),(351.5703022808924+285.87080537473906j),(445.08854444338675+361.7474299064145j),(549.6960844273649+446.52420922726975j),(665.433773596048+540.1901608291644j),(792.3515010453569+642.7318090255321j),(930.5091131020613+754.1328948544069j),(1079.977340132521+874.3740651822641j),(1240.8387321166192+1003.4325370132342j),(1413.188604308055+1141.2817327672878j),(1597.1359940055754+1287.8908820581585j),(1792.8046310754357+1443.2245847389117j)
243343.9254,(198.4227090600262+161.21550975213748j),(270.12287212941055+219.39409709669735j),(352.89613245889325+286.5089424024761j),(446.76834965302+362.55420934446073j),(551.7726948735209+447.51898924570304j),(667.9505756437281+541.392082639712j),(795.3525604344715+644.1597468488017j),(934.0393108201717+755.8053996733848j),(1084.0825209847642+876.3093017806195j),(1245.56586629196+1005.6482136425909j),(1418.5859620518854+1143.7950227208019j),(1603.2533336503484+1290.718336275443j),(1799.6933997885865+1446.3820346327575j)
245200.6062,(199.16880102899808+161.57559484685441j),(271.1390323473721+219.8837715976501j),(354.22448513472347+287.14789918535433j),(448.4513707024144+363.36201358188254j),(553.8533114060281+448.51501547260386j),(670.4722781515118+542.5954848098332j),(798.3595275743578+645.5894074534466j),(937.5765470107917+757.4798725307769j),(1088.1960070330033+878.2467479450114j),(1250.3027229174581+1007.8663298544113j),(1423.994626846272+1146.3109615653361j),(1609.3837516257267+1293.5486171732516j),(1806.5972272646181+1449.5424447450064j)
247071.4531,(199.91629916660938+161.9361509967375j),(272.1571148712626+220.374081714735j),(355.5553630947833+287.7876776465853j),(450.1376114048692+364.170844874551j),(555.9379392068058+449.5122904150776j),(672.9988880421035+543.8003699746553j),(801.3724116182743+647.0207934090752j),(941.1208338070883+759.1563156263817j),(1092.3178140674095+880.186405148531j),(1255.0493225256364+1010.0868858666455j),(1429.4146252637024+1148.8295475869536j),(1615.5272816811057+1296.3817203439467j),(1813.5161558489363+1452.7058070016242j)
248956.5744,(200.66520490188347+162.29717939688166j),(273.1771217494296+220.8650290034786j),(356.888769200164+288.42827970122926j),(451.8270756850819+364.9807054629693j),(558.026583542254+450.5108165700635j),(675.5304123539013+545.0067407497133j),(804.3912219657848+648.4539072333081j),(944.6721834644982+760.8347311269545j),(1096.4479581758137+882.1282747810002j),(1259.8056858727077+1012.3098818118115j),(1434.8459838951524+1151.3507790069616j),(1621.6839581509737+1299.2176411564585j),(1820.4502288191916+1455.87211298437j)
250856.0788,(201.41551969604149+162.6586812408829j),(274.19905507892764+221.3566150157139j),(358.22470636970047+289.0697072597094j),(453.51976752650796+365.7915975829402j),(560.1192498202349+451.5105964111482j),(678.0668583196643+546.2145997140161j),(807.4159681021076+649.8887514256149j),(948.2306085344936+762.5151211276842j),(1100.5864556561046+884.0723581672098j),(1264.5718341620357+1014.5353176882452j),(1440.288729858277+1153.874653870139j),(1627.853815771768+1302.0563747925894j),(1827.399490311179+1459.0413539373758j)
252770.0763,(202.16724504567912+163.02065772006864j),(275.22291700067973+221.84884130045796j),(359.5631775845764+289.7119622265898j),(455.2156909952307+366.60352346039895j),(562.2159435078686+452.51163240656473j),(680.6082332353164+547.4239494370958j),(810.446659739923+651.3253284362411j),(951.7961217466067+764.1974876773482j),(1104.7333231655093+886.0186565333818j),(1269.347788718948+1016.7631934292175j),(1445.7428910757512+1156.401169977358j),(1634.0368895572099+1304.8979162753546j),(1834.363984853895+1462.2135208721347j)
254698.6772,(202.92038247874783+163.38311002430675j),(276.24870970297593+222.34170940308093j),(360.9041858915597+290.355046499704j),(456.9148502688575+367.4164853049243j),(564.316670229614+453.5139269969988j),(683.1545446047257+548.6347924486402j),(813.4833067906852+652.7636406716197j),(955.3687360870193+765.8818327595734j),(1108.8885775186689+887.967171049728j),(1274.1335716851254+1018.9935087477659j),(1451.2084953290373+1158.930325097217j),(1640.2332154965975+1307.7422603074144j),(1841.3437577446743+1465.388604478143j)
256641.9931,(203.6749335593264+163.74603934091826j),(277.2764354226055+222.83522086491303j),(362.2477344030728+290.9989619700001j),(458.61724958970314+368.2304853196275j),(566.4214356978673+454.51748261108725j),(685.7058000339559+549.8471312592231j),(816.5259192875169+654.2036905108292j),(958.9484647610924+767.5681583010436j),(1113.0522360484094+889.9179027503067j),(1278.929205116627+1021.2262633354705j),(1456.6855712508363+1161.4621167409884j),(1646.4428298356588+1310.5894014312603j),(1848.3388552468168+1468.5665950721366j)
258600.1363,(204.4308998813636+164.10944685591923j),(278.3060964402498+223.3293772241332j),(363.5938262891196+291.64371052331006j),(460.32289327386894+369.04552569887085j),(568.5302457159305+455.5223016638575j),(688.262007275549+551.0609683517009j),(819.5745075164753+655.6454802758666j),(962.535321186383+769.2564661716024j),(1117.2243161854453+891.8708526243757j),(1283.734711636267+1023.4614567162746j),(1462.1741479272555+1163.9965422488526j),(1652.665769563476+1313.4393339156986j),(1855.34932375753+1471.7474827866063j)
260573.2198,(205.18828307625273+164.47333375226864j),(279.3376950897847+223.82418001366233j),(364.9424647909475+292.28929403687937j),(462.03178574086525+369.8616086218985j),(570.6431062502459+456.52838654074054j),(690.8231742299993+552.2763061796816j),(822.629081887753+657.089012259452j),(966.1293190404231+770.9467581732156j),(1121.4048356088283+893.8260215826903j),(1288.55011420879+1025.6990882938148j),(1467.6742546360997+1166.5335988483516j),(1658.9020721808095+1316.2920518053688j),(1862.3752108652122+1474.9312573218172j)
262561.3577,(205.94708480827074+164.83770121091177j),(280.3712337473918+224.3196307634397j),(366.29365320698776+292.935714382512j),(463.7439314965032+370.67873625580626j),(572.7600233269332+457.5357396202498j),(693.389308959758+553.4931471641388j),(825.6896529829537+658.534288714468j),(969.7304722330726+772.6390360445314j),(1125.593812554391+895.7834103859752j),(1293.375436212464+1027.9391573341336j),(1473.185921395076+1169.0732835261572j),(1665.1517757731724+1319.1475489003803j),(1869.4165644552932+1478.1179081502407j)
264564.6648,(206.70730677409534+165.20255041066997j),(281.4067148386601+224.81573099864448j),(367.6473949085535+293.5829734229011j),(465.45933511764844+371.49691075911994j),(574.881003119221+458.5443632538655j),(695.9604196358188+554.71149370474j),(828.7562316582159+659.9813118292566j),(973.3387948576794+774.3333014720721j),(1129.7912652273874+897.7430197773024j),(1298.2107012952029+1030.1816629967072j),(1478.7091785876842+1171.615593112227j),(1671.4149187526662+1322.0058188155008j),(1876.4734333617337+1481.307424359166j)
266583.2569,(207.4689507066289+165.5678825273919j),(282.4441408366338+225.31248224014197j),(369.0036933237246+294.23107301496117j),(467.1780012795631+372.3161342753j),(577.0060518903234+459.5542597787j),(698.5365145916612+555.9313481674926j),(831.828828849765+661.4300837719754j),(976.9543013070456+776.0295560621419j),(1133.997212349751+899.7048503554424j),(1303.0559334292432+1032.4266043214639j),(1484.2440570084448+1174.1605242665855j),(1677.6915406496628+1324.8668547899474j),(1883.5458673497442+1484.4997946496796j)
268617.2505,(208.23201837166602+165.93369873456038j),(283.48351426338263+225.80988600391694j),(370.36255195196645+294.8800150065074j),(468.89993473044314+373.13640893827176j),(579.1351760203174+460.56543151125425j),(701.1176023078589+557.1527128875263j),(834.9074557383333+662.8806066513632j),(980.577006215361+777.7278013530114j),(1138.211672905029+901.6689026329195j),(1307.9111572122165+1034.6739801557483j),(1489.7905878046345+1176.708073492484j),(1683.9816810677708+1327.7306499305462j),(1890.6339163361595+1487.6950075191692j)
270666.7632,(208.9965115699125+166.30000020285672j),(284.524837686263+226.3079438019078j),(371.7239743558938+295.52980123785017j),(470.6251403225599+373.957736865007j),(581.2683820139031+461.5778807449982j),(703.7036914076612+558.3755901698186j),(837.9921236656708+664.3328825361251j),(984.2069243114831+779.4280388492989j),(1142.434666121545+903.6351770379796j),(1312.7763973925566+1036.923789263548j),(1495.3488029547261+1179.258237019154j),(1690.2853803528717+1330.597197050753j),(1897.7376313839543+1490.8930510197854j)
272731.9134,(209.76243213610266+166.66678810017294j),(285.5681137269877+226.8066571396154j),(373.08796416332495+296.18043354110705j),(472.3536229929903+374.78012015987565j),(583.4056764764508+462.59160975557506j),(706.2947906929437+559.5999822800704j),(841.0828442215949+665.7869134336738j),(987.84407079062+781.130269933054j),(1146.666211577994+905.6036738892428j),(1317.651679134057+1039.1760302624414j),(1500.918734589551+1181.8110109610466j),(1696.6026794373545+1333.4664887048664j),(1904.8570645034745+1494.0939127986715j)
274812.8205,(210.52978194009228+167.03406359130284j),(286.6133450473344+227.3060275195295j),(374.45452506438085+296.83191374085135j),(474.0853877420284+375.6035609191256j),(585.5470661247904+463.606620798182j),(708.8909090357145+560.8258914698945j),(844.1796290915729+667.2427013249865j),(991.4884608826105+782.834495964669j),(1150.9063290559427+907.5743934286866j),(1322.53702804441+1041.4307016147357j),(1506.5004153793+1184.3663912239795j),(1702.9336200223088+1336.3385171399348j),(1911.9922674699305+1497.2975803846039j)
276909.6046,(211.29856288598023+167.40182783814268j),(287.66053436498726+227.80605643714006j),(375.8236608217904+297.48424365146957j),(475.8204396851879+376.4280612188244j),(587.6925578210715+464.6229160991382j),(711.4920555201447+562.0533199427894j),(847.2824902001228+668.7002481304705j),(995.1401101759697+784.540718205242j),(1155.155038740471+909.5473357736852j),(1327.4324700355928+1043.687801658617j),(1512.0938785218195+1186.924373505255j),(1709.278244056849+1339.2132744191642j),(1919.1432938927887+1500.5040406774642j)
279022.3868,(212.06877691239072+167.77008199944163j),(288.7096844421766+228.3067453835456j),(377.1953752633865+298.1374250786565j),(477.55878402132265+377.2536231218734j),(589.8421584930095+465.64049787413825j),(714.0982393691153+563.2822698710127j),(850.3914396925727+670.1595557133087j),(998.7990345052401+786.2489378427562j),(1159.4123612214532+911.5225009137575j),(1332.3380315418344+1045.9473285539793j),(1517.6991577322697+1189.484953292732j),(1715.6365945930554+1342.0907522100754j),(1926.3101976983103+1503.7132803135337j)
281151.2893,(212.84042599298928+168.13882723063375j),(289.76079809127214+228.8080958439786j),(378.56967227720185+298.79145982052603j),(479.30042602564004+378.0802486792659j),(591.9958752313852+466.6593683051944j),(716.7094699666002+564.5127433896205j),(853.5064898288415+671.6206259045148j),(1002.4652498894786+787.959156005172j),(1163.6783171193883+913.499888800663j),(1337.2537391845622+1048.209280362515j),(1523.316287245871+1192.048125862876j),(1722.00871463612+1344.9709420631389j),(1933.4930332849876+1506.9252856263356j)
283296.435,(213.61351213572573+168.5080646839609j),(290.8138781742164+229.31010929788084j),(379.9465558247695+299.4463496641797j),(481.0453710718926+378.90793992509185j),(594.1537152109606+467.67952955866673j),(719.3257567905359+565.7447426122669j),(856.6276531369822+673.0834604648162j),(1006.1387726173687+789.6713737396035j),(1167.9529276326+915.4794992138397j),(1342.179620243327+1050.4736549303354j),(1528.9453016073162+1194.613886328175j),(1728.394648414488+1347.8538350953609j),(1940.6918562782548+1510.1400424531162j)
285457.9479,(214.38803738520107+168.8777955077901j),(291.86892760273133+229.81278721863822j),(381.32602993441657+300.1020963871043j),(482.79362462311644+379.73669887783296j),(596.3156857425918+468.7009837727139j),(721.9471095385637+566.9782696004352j),(859.7549423264977+674.548061105111j),(1009.8196192794038+791.3855920027775j),(1172.2362142196853+917.4613318366218j),(1347.1157021385848+1052.7404500124107j),(1534.586235973852+1197.1822295623751j),(1734.79444045031+1350.73942221772j),(1947.9067228396843+1513.3575363015195j)
287635.9528,(215.16400381947471+169.24802084727926j),(292.92594933539897+230.3161310742443j),(382.708098694087+300.7587017588546j),(484.545192218431+380.566527543775j),(598.4817942467055+469.72373306336885j),(724.5735380133755+568.2133263902056j),(862.888370209215+676.014429505199j),(1013.5078065661818+793.1018117105497j),(1176.5281985052695+919.4453862774707j),(1352.0620127957948+1055.0096631822394j),(1540.2391261374542+1199.7531501898243j),(1741.2081358390296+1353.6276940607515j),(1955.1376899800703+1516.5777522678418j)
289830.5756,(215.94141355239208+169.618741843769j),(293.9849463799442+230.8201423264595j),(384.092766267825+301.4161675367765j),(486.3000795093913+381.3974279077927j),(600.6520482431777+470.7477795262693j),(727.2050521887438+569.449914976405j),(866.0279499553524+677.4825672501786j),(1017.2033515586738+794.8200336644544j),(1180.8289024813944+921.4316620204336j),(1357.0185805439346+1057.281291854828j),(1545.9040080188688+1202.3266427116714j),(1747.6357806683027+1356.518640866907j),(1962.3848151956317+1519.8006751251119j)
292041.9431,(216.72026873337063+169.98995963474854j),(295.0459217986633+231.32482242964744j),(385.48003688363286+302.0744954687628j),(488.05829222795853+382.2294019405566j),(602.8264554189359+471.77312522011016j),(729.8416622184864+570.6880373091583j),(869.1736947883658+678.9524759046245j),(1020.9062715826178+796.5402585864596j),(1185.1383486245095+923.4201583932772j),(1361.9854341178138+1059.5553332832876j),(1551.580918429428+1204.9027013097234j),(1754.0774212690292+1359.412252675265j),(1969.6481573894862+1523.0262890800761j)
294270.183,(217.50057154652325+170.3616753539128j),(296.1088786994237+231.8301728325223j),(386.86991483719817+302.7336872921278j),(489.81983617204963+383.06245160234727j),(605.0050235265198+472.7997721909244j),(732.4833783275224+571.9276953206472j),(872.3256182050943+680.424156958014j),(1024.6165841337436+798.2624871380985j),(1189.4565595657177+925.410874648446j),(1366.9626027085264+1061.8317845446247j),(1557.2698945822021+1207.4813199680743j),(1760.5331046762526+1362.308519202223j),(1976.927775490202+1526.2545781273225j)
