f_MHz,mu_real,mu_imag
36.71979996,212.6387762,669.5932635
36.99996699,210.9033526,665.9190251
37.28227166,209.1796042,662.2621105
37.56673027,207.4674682,658.6224396
37.85335926,205.766882,654.9999327
38.14217519,204.0777834,651.3945107
38.43319475,202.4001106,647.8060947
38.72643475,200.7338017,644.2346064
39.02191213,199.0787954,640.6799678
39.31964396,197.4350307,637.1421015
39.61964744,195.8024466,633.6209302
39.92193991,194.1809826,630.1163774
40.22653882,192.5705784,626.6283666
40.53346179,190.9711741,623.1568221
40.84272654,189.3827099,619.7016684
41.15435093,187.8051263,616.2628303
41.46835298,186.2383642,612.8402333
41.78475081,184.6823646,609.4338031
42.10356272,183.1370688,606.0434657
42.42480712,181.6024185,602.6691478
42.74850257,180.0783555,599.3107762
43.07466778,178.564822,595.9682783
43.40332158,177.0617603,592.6415818
43.73448296,175.5691131,589.3306147
44.06817106,174.0868234,586.0353055
44.40440515,172.6148342,582.7555831
44.74320466,171.153089,579.4913767
45.08458917,169.7015315,576.242616
45.42857839,168.2601056,573.0092309
45.7751922,166.8287554,569.7911518
46.12445063,165.4074254,566.5883094
46.47637385,163.9960603,563.4006349
46.8309822,162.594605,560.2280598
47.18829616,161.2030047,557.0705158
47.54833638,159.8212047,553.9279352
47.91112366,158.4491507,550.8002506
48.27667895,157.0867887,547.6873949
48.64502338,155.7340647,544.5893014
49.01617823,154.3909251,541.5059037
49.39016494,153.0573166,538.4371359
49.76700511,151.733186,535.3829323
50.14672052,150.4184804,532.3432276
50.52933311,149.1131471,529.3179569
50.91486498,147.8171337,526.3070555
51.30333841,146.5303879,523.3104593
51.69477584,145.2528578,520.3281042
52.08919988,143.9844916,517.3599268
52.48663332,142.7252378,514.4058638
52.88709912,141.4750451,511.4658522
53.29062042,140.2338624,508.5398296
53.69722053,139.0016389,505.6277338
54.10692295,137.778324,502.7295027
54.51975134,136.5638672,499.8450749
54.93572956,135.3582184,496.9743891
55.35488163,134.1613277,494.1173844
55.77723177,132.9731453,491.2740001
56.20280439,131.7936216,488.4441761
56.63162407,130.6227075,485.6278524
57.06371558,129.4603537,482.8249693
57.49910389,128.3065115,480.0354676
57.93781416,127.1611322,477.2592882
58.37987172,126.0241673,474.4963724
58.82530212,124.8955686,471.7466618
59.2741311,123.7752882,469.0100985
59.72638458,122.6632781,466.2866245
60.18208869,121.5594909,463.5761825
60.64126976,120.4638791,460.8787154
61.10395432,119.3763955,458.1941661
61.5701691,118.2969932,455.5224783
62.03994103,117.2256254,452.8635956
62.51329726,116.1622455,450.2174621
62.99026513,115.1068073,447.584022
63.4708722,114.0592644,444.9632202
63.95514624,113.0195711,442.3550013
64.44311522,111.9876814,439.7593108
64.93480734,110.9635499,437.176094
65.430251,109.9471313,434.6052967
65.92947483,108.9383803,432.046865
66.43250766,107.937252,429.5007453
66.93937857,106.9437016,426.9668841
67.45011684,105.9576847,424.4452284
67.96475196,104.9791567,421.9357254
68.48331368,104.0080735,419.4383225
69.00583196,103.0443912,416.9529674
69.53233698,102.0880659,414.4796082
70.06285916,101.1390541,412.0181931
70.59742915,100.1973124,409.5686707
71.13607784,99.26279739,407.1309898
71.67883635,98.33546622,404.7050994
72.22573602,97.41527599,402.2909489
72.77680847,96.50218404,399.8884879
73.33208552,95.59614792,397.4976663
73.89159926,94.69712532,395.1184342
74.45538201,93.80507417,392.750742
75.02346635,92.91995253,390.3945402
75.59588509,92.04171868,388.0497798
76.17267131,91.17033108,385.716412
76.75385833,90.30574835,383.3943881
77.33947973,89.44792932,381.0836598
77.92956934,88.59683297,378.7841789
78.52416125,87.75241848,376.4958977
79.12328981,86.91464521,374.2187684
79.72698965,86.08347269,371.9527437
80.33529563,85.25886063,369.6977765
80.9482429,84.44076892,367.4538199
81.56586687,83.62915763,365.2208272
82.18820323,82.82398698,362.9987521
82.81528793,82.02521741,360.7875482
83.44715721,81.23280949,358.5871698
84.08384755,80.44672399,356.397571
84.72539576,79.66692185,354.2187064
85.37183889,78.89336416,352.0505308
86.0232143,78.12601222,349.892999
86.67955961,77.36482747,347.7460664
87.34091274,76.60977153,345.6096884
88.00731191,75.8608062,343.4838205
88.67879561,75.11789343,341.3684187
89.35540264,74.38099535,339.263439
90.03717209,73.65007426,337.1688378
90.72414335,72.92509262,335.0845717
91.4163561,72.20601305,333.0105972
92.11385034,71.49279837,330.9468716
92.81666637,70.78541152,328.8933518
93.52484478,70.08381563,326.8499952
94.2384265,69.387974,324.8167596
94.95745275,68.69785008,322.7936027
95.68196507,68.01340749,320.7804825
96.41200533,67.33461,318.7773572
97.14761568,66.66142155,316.7841854
97.88883865,65.99380626,314.8009255
98.63571704,65.33172839,312.8275364
99.38829401,64.67515236,310.8639773
100.146613,64.02404275,308.9102073
100.9107179,63.37836431,306.9661858
101.6806529,62.73808195,305.0318726
102.4564623,62.10316072,303.1072273
103.238191,61.47356584,301.1922101
104.0258842,60.84926269,299.2867812
104.8195874,60.2302168,297.390901
105.6193465,59.61639386,295.5045301
106.4252076,59.00775971,293.6276292
107.2372173,58.40428036,291.7601594
108.0554226,57.80592195,289.9020819
108.8798706,57.2126508,288.0533579
109.710609,56.62443336,286.213949
110.5476859,56.04123626,284.3838169
111.3911496,55.46302626,282.5629236
112.2410488,54.88977028,280.7512311
113.0974325,54.3214354,278.9487016
113.9603504,53.75798883,277.1552977
114.8298522,53.19939795,275.3709819
115.7059882,52.64563028,273.595717
116.588809,52.0966535,271.829466
117.4783656,51.55243544,270.0721921
118.3747094,51.01294406,268.3238584
119.2778922,50.47814749,266.5844286
120.1879661,49.94801399,264.8538662
121.1049838,49.42251199,263.1321352
122.0289982,48.90161005,261.4191994
122.9600627,48.38527688,259.715023
123.8982311,47.87348133,258.0195703
124.8435576,47.36619241,256.3328059
125.7960968,46.86337927,254.6546943
126.7559037,46.36501121,252.9852004
127.7230338,45.87105765,251.3242892
128.697543,45.3814882,249.6719256
129.6794876,44.89627256,248.0280751
130.6689243,44.41538062,246.3927031
131.6659102,43.93878238,244.7657752
132.6705031,43.46644801,243.147257
133.6827608,42.9983478,241.5371146
134.7027419,42.53445218,239.935314
135.7305053,42.07473175,238.3418213
136.7661104,41.61915723,236.7566029
137.809617,41.16769947,235.1796254
138.8610855,40.72032949,233.6108553
139.9205765,40.27701842,232.0502595
140.9881513,39.83773755,230.497805
142.0638715,39.4024583,228.9534587
143.1477993,38.97115224,227.417188
144.2399974,38.54379105,225.8889603
145.3405288,38.12034659,224.3687429
146.449457,37.70079082,222.8565036
147.5668463,37.28509585,221.3522102
148.692761,36.87323394,219.8558307
149.8272664,36.46517747,218.367333
150.9704278,36.06089896,216.8866854
152.1223115,35.66037108,215.4138563
153.2829838,35.26356661,213.9488141
154.4525119,34.87045848,212.4915274
155.6309634,34.48101975,211.041965
156.8184063,34.09522363,209.6000957
158.0149092,33.71304344,208.1658886
159.2205412,33.33445265,206.7393127
160.4353721,32.95942486,205.3203375
161.6594719,32.5879338,203.9089321
162.8929115,32.21995333,202.5050662
164.135762,31.85545745,201.1087094
165.3880953,31.4944203,199.7198315
166.6499838,31.13681612,198.3384023
167.9215003,30.7826193,196.9643919
169.2027183,30.43180439,195.5977704
170.4937118,30.08434602,194.238508
171.7945554,29.74021897,192.8865752
173.1053242,29.39939817,191.5419424
174.4260941,29.06185865,190.2045803
175.7569412,28.72757559,188.8744595
177.0979425,28.39652429,187.5515509
178.4491755,28.06868018,186.2358255
179.8107182,27.74401881,184.9272544
181.1826493,27.42251588,183.6258087
182.565048,27.10414719,182.3314597
183.9579943,26.78888868,181.0441789
185.3615685,26.47671643,179.7639378
186.7758518,26.16760663,178.490708
188.2009259,25.8615356,177.2244613
189.6368731,25.55847979,175.9651695
191.0837764,25.25841577,174.7128045
192.5417194,24.96132023,173.4673386
194.0107862,24.66717001,172.2287437
195.4910619,24.37594204,170.9969923
196.9826318,24.08761341,169.7720566
198.4855823,23.80216131,168.5539092
200,23.51956305,167.3425227
